filepath,filename,label,second,player,group
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0050_p1_v5.jpg,sec_0050_p1_v5.jpg,0_healthy,50,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0050_p1_v6.jpg,sec_0050_p1_v6.jpg,0_healthy,50,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0050_p2_v5.jpg,sec_0050_p2_v5.jpg,0_healthy,50,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0050_p2_v6.jpg,sec_0050_p2_v6.jpg,0_healthy,50,p2,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0050_p3_v5.jpg,sec_0050_p3_v5.jpg,0_healthy,50,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0050_p3_v6.jpg,sec_0050_p3_v6.jpg,0_healthy,50,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0053_p0_v5.jpg,sec_0053_p0_v5.jpg,0_healthy,53,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0053_p0_v6.jpg,sec_0053_p0_v6.jpg,0_healthy,53,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0053_p1_v5.jpg,sec_0053_p1_v5.jpg,0_healthy,53,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0053_p1_v6.jpg,sec_0053_p1_v6.jpg,0_healthy,53,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0053_p2_v5.jpg,sec_0053_p2_v5.jpg,0_healthy,53,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0053_p2_v6.jpg,sec_0053_p2_v6.jpg,0_healthy,53,p2,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0053_p3_v5.jpg,sec_0053_p3_v5.jpg,0_healthy,53,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0053_p3_v6.jpg,sec_0053_p3_v6.jpg,0_healthy,53,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0056_p0_v5.jpg,sec_0056_p0_v5.jpg,0_healthy,56,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0056_p0_v6.jpg,sec_0056_p0_v6.jpg,0_healthy,56,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0056_p1_v5.jpg,sec_0056_p1_v5.jpg,0_healthy,56,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0056_p1_v6.jpg,sec_0056_p1_v6.jpg,0_healthy,56,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0056_p2_v5.jpg,sec_0056_p2_v5.jpg,0_healthy,56,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0056_p2_v6.jpg,sec_0056_p2_v6.jpg,0_healthy,56,p2,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0056_p3_v5.jpg,sec_0056_p3_v5.jpg,0_healthy,56,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0056_p3_v6.jpg,sec_0056_p3_v6.jpg,0_healthy,56,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0059_p0_v5.jpg,sec_0059_p0_v5.jpg,0_healthy,59,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0059_p0_v6.jpg,sec_0059_p0_v6.jpg,0_healthy,59,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0059_p1_v5.jpg,sec_0059_p1_v5.jpg,0_healthy,59,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0059_p1_v6.jpg,sec_0059_p1_v6.jpg,0_healthy,59,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0059_p2_v5.jpg,sec_0059_p2_v5.jpg,0_healthy,59,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0059_p2_v6.jpg,sec_0059_p2_v6.jpg,0_healthy,59,p2,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0059_p3_v5.jpg,sec_0059_p3_v5.jpg,0_healthy,59,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0059_p3_v6.jpg,sec_0059_p3_v6.jpg,0_healthy,59,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0062_p0_v5.jpg,sec_0062_p0_v5.jpg,0_healthy,62,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0062_p0_v6.jpg,sec_0062_p0_v6.jpg,0_healthy,62,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0062_p1_v5.jpg,sec_0062_p1_v5.jpg,0_healthy,62,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0062_p1_v6.jpg,sec_0062_p1_v6.jpg,0_healthy,62,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0062_p2_v5.jpg,sec_0062_p2_v5.jpg,0_healthy,62,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0062_p2_v6.jpg,sec_0062_p2_v6.jpg,0_healthy,62,p2,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0062_p3_v5.jpg,sec_0062_p3_v5.jpg,0_healthy,62,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0062_p3_v6.jpg,sec_0062_p3_v6.jpg,0_healthy,62,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0065_p0_v5.jpg,sec_0065_p0_v5.jpg,0_healthy,65,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0065_p0_v6.jpg,sec_0065_p0_v6.jpg,0_healthy,65,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0065_p1_v5.jpg,sec_0065_p1_v5.jpg,0_healthy,65,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0065_p1_v6.jpg,sec_0065_p1_v6.jpg,0_healthy,65,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0065_p2_v5.jpg,sec_0065_p2_v5.jpg,0_healthy,65,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0065_p3_v5.jpg,sec_0065_p3_v5.jpg,0_healthy,65,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0065_p3_v6.jpg,sec_0065_p3_v6.jpg,0_healthy,65,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0068_p0_v5.jpg,sec_0068_p0_v5.jpg,0_healthy,68,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0068_p0_v6.jpg,sec_0068_p0_v6.jpg,0_healthy,68,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0068_p1_v5.jpg,sec_0068_p1_v5.jpg,0_healthy,68,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0068_p1_v6.jpg,sec_0068_p1_v6.jpg,0_healthy,68,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0068_p2_v5.jpg,sec_0068_p2_v5.jpg,0_healthy,68,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0068_p3_v5.jpg,sec_0068_p3_v5.jpg,0_healthy,68,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0068_p3_v6.jpg,sec_0068_p3_v6.jpg,0_healthy,68,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0071_p0_v5.jpg,sec_0071_p0_v5.jpg,0_healthy,71,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0071_p0_v6.jpg,sec_0071_p0_v6.jpg,0_healthy,71,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0071_p1_v5.jpg,sec_0071_p1_v5.jpg,0_healthy,71,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0071_p1_v6.jpg,sec_0071_p1_v6.jpg,0_healthy,71,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0071_p2_v5.jpg,sec_0071_p2_v5.jpg,0_healthy,71,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0071_p3_v5.jpg,sec_0071_p3_v5.jpg,0_healthy,71,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0071_p3_v6.jpg,sec_0071_p3_v6.jpg,0_healthy,71,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0074_p0_v5.jpg,sec_0074_p0_v5.jpg,0_healthy,74,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0074_p0_v6.jpg,sec_0074_p0_v6.jpg,0_healthy,74,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0074_p1_v5.jpg,sec_0074_p1_v5.jpg,0_healthy,74,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0074_p1_v6.jpg,sec_0074_p1_v6.jpg,0_healthy,74,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0074_p2_v5.jpg,sec_0074_p2_v5.jpg,0_healthy,74,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0074_p3_v5.jpg,sec_0074_p3_v5.jpg,0_healthy,74,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0074_p3_v6.jpg,sec_0074_p3_v6.jpg,0_healthy,74,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0077_p0_v5.jpg,sec_0077_p0_v5.jpg,0_healthy,77,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0077_p0_v6.jpg,sec_0077_p0_v6.jpg,0_healthy,77,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0077_p1_v5.jpg,sec_0077_p1_v5.jpg,0_healthy,77,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0077_p1_v6.jpg,sec_0077_p1_v6.jpg,0_healthy,77,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0077_p2_v5.jpg,sec_0077_p2_v5.jpg,0_healthy,77,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0077_p3_v5.jpg,sec_0077_p3_v5.jpg,0_healthy,77,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0077_p3_v6.jpg,sec_0077_p3_v6.jpg,0_healthy,77,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0080_p0_v5.jpg,sec_0080_p0_v5.jpg,0_healthy,80,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0080_p0_v6.jpg,sec_0080_p0_v6.jpg,0_healthy,80,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0080_p1_v5.jpg,sec_0080_p1_v5.jpg,0_healthy,80,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0080_p1_v6.jpg,sec_0080_p1_v6.jpg,0_healthy,80,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0080_p2_v5.jpg,sec_0080_p2_v5.jpg,0_healthy,80,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0080_p3_v5.jpg,sec_0080_p3_v5.jpg,0_healthy,80,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0080_p3_v6.jpg,sec_0080_p3_v6.jpg,0_healthy,80,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0083_p0_v5.jpg,sec_0083_p0_v5.jpg,0_healthy,83,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0083_p0_v6.jpg,sec_0083_p0_v6.jpg,0_healthy,83,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0083_p1_v5.jpg,sec_0083_p1_v5.jpg,0_healthy,83,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0083_p1_v6.jpg,sec_0083_p1_v6.jpg,0_healthy,83,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0083_p2_v5.jpg,sec_0083_p2_v5.jpg,0_healthy,83,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0083_p3_v5.jpg,sec_0083_p3_v5.jpg,0_healthy,83,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0083_p3_v6.jpg,sec_0083_p3_v6.jpg,0_healthy,83,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0086_p0_v5.jpg,sec_0086_p0_v5.jpg,0_healthy,86,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0086_p0_v6.jpg,sec_0086_p0_v6.jpg,0_healthy,86,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0086_p1_v5.jpg,sec_0086_p1_v5.jpg,0_healthy,86,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0086_p1_v6.jpg,sec_0086_p1_v6.jpg,0_healthy,86,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0086_p2_v5.jpg,sec_0086_p2_v5.jpg,0_healthy,86,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0086_p3_v5.jpg,sec_0086_p3_v5.jpg,0_healthy,86,p3,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0086_p3_v6.jpg,sec_0086_p3_v6.jpg,0_healthy,86,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0089_p0_v5.jpg,sec_0089_p0_v5.jpg,0_healthy,89,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0089_p0_v6.jpg,sec_0089_p0_v6.jpg,0_healthy,89,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0089_p1_v5.jpg,sec_0089_p1_v5.jpg,0_healthy,89,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0089_p1_v6.jpg,sec_0089_p1_v6.jpg,0_healthy,89,p1,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0089_p2_v5.jpg,sec_0089_p2_v5.jpg,0_healthy,89,p2,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0089_p3_v6.jpg,sec_0089_p3_v6.jpg,0_healthy,89,p3,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0092_p0_v5.jpg,sec_0092_p0_v5.jpg,0_healthy,92,p0,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0092_p0_v6.jpg,sec_0092_p0_v6.jpg,0_healthy,92,p0,v06
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0092_p1_v5.jpg,sec_0092_p1_v5.jpg,0_healthy,92,p1,v05
D:\桌面\Morden AI games\MGAIA_Final_Project\cnn\datasets\0_healthy\sec_0092_p1_v6.jpg,sec_0092_p1_v6.jpg,0_healthy,92,p1,v06
